model_id,category,learning_rate,num_train_epochs,per_device_train_batch_size,num_parameters,eval_accuracy,eval_f1,eval_precision,eval_recall,test_accuracy,test_f1,test_precision,test_recall
google/siglip-base-patch16-224,siglip,2e-05,10,8,92885762,0.7597517730496454,0.6123032904148783,0.6257309941520468,0.5994397759103641,0.783068783068783,0.6525423728813559,0.6774193548387096,0.6294277929155313
google/siglip-base-patch16-224,siglip,2e-05,10,16,92885762,0.7686170212765957,0.6015267175572518,0.6610738255033557,0.5518207282913166,0.7557319223985891,0.5731895223420647,0.6595744680851063,0.5068119891008175
google/siglip-base-patch16-224,siglip,0.0002,5,8,92885762,0.7109929078014184,0.5205882352941176,0.5479876160990712,0.4957983193277311,0.7107583774250441,0.5232558139534884,0.5607476635514018,0.4904632152588556
google/siglip-base-patch16-224,siglip,0.0002,5,16,92885762,0.7145390070921985,0.526470588235294,0.5541795665634675,0.5014005602240896,0.7142857142857143,0.5331412103746398,0.5657492354740061,0.5040871934604905
google/siglip-base-patch16-224,siglip,0.0002,10,8,92885762,0.7030141843971631,0.5051698670605613,0.534375,0.4789915966386555,0.7134038800705468,0.5199409158050221,0.567741935483871,0.47956403269754766
google/siglip-base-patch16-224,siglip,0.0002,10,16,92885762,0.6968085106382979,0.4910714285714286,0.5238095238095238,0.46218487394957986,0.7151675485008818,0.5256975036710719,0.5700636942675159,0.4877384196185286
facebook/convnextv2-tiny-1k-224,convnext,2e-05,5,8,28635496,0.7650709219858156,0.5826771653543308,0.6654676258992805,0.5182072829131653,0.7768959435626103,0.6040688575899843,0.7095588235294118,0.5258855585831063
facebook/convnextv2-tiny-1k-224,convnext,2e-05,5,16,28635496,0.7464539007092199,0.5416666666666666,0.6329588014981273,0.4733893557422969,0.7504409171075838,0.5442834138486313,0.6653543307086615,0.4604904632152589
facebook/convnextv2-tiny-1k-224,convnext,2e-05,10,8,28635496,0.7695035460992907,0.6176470588235293,0.6501547987616099,0.5882352941176471,0.7707231040564374,0.6036585365853657,0.6851211072664359,0.5395095367847411
facebook/convnextv2-tiny-1k-224,convnext,2e-05,10,16,28635496,0.7792553191489362,0.6175115207373272,0.6836734693877551,0.5630252100840336,0.7848324514991182,0.61875,0.7252747252747253,0.5395095367847411
facebook/convnextv2-tiny-1k-224,convnext,0.0002,5,8,28635496,0.6923758865248227,0.5266030013642564,0.5132978723404256,0.5406162464985994,0.6957671957671958,0.5369127516778524,0.5291005291005291,0.5449591280653951
facebook/convnextv2-tiny-1k-224,convnext,0.0002,5,16,28635496,0.7695035460992907,0.603658536585366,0.6622073578595318,0.5546218487394958,0.7821869488536155,0.6229007633587788,0.7083333333333334,0.555858310626703
facebook/convnextv2-tiny-1k-224,convnext,0.0002,10,8,28635496,0.6923758865248227,0.5266030013642564,0.5132978723404256,0.5406162464985994,0.6957671957671958,0.5369127516778524,0.5291005291005291,0.5449591280653951
facebook/convnextv2-tiny-1k-224,convnext,0.0002,10,16,28635496,0.74822695035461,0.5748502994011977,0.617363344051447,0.5378151260504201,0.7707231040564374,0.6060606060606061,0.6825938566552902,0.5449591280653951
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,2e-05,5,8,4901841,0.5975177304964538,0.46462264150943394,0.40122199592668023,0.5518207282913166,0.5908289241622575,0.45411764705882357,0.3995859213250518,0.5258855585831063
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,2e-05,5,16,4901841,0.5718085106382979,0.4429065743944637,0.3764705882352941,0.5378151260504201,0.5705467372134039,0.45948945615982245,0.38764044943820225,0.5640326975476839
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,2e-05,10,8,4901841,0.675531914893617,0.5184210526315789,0.48883374689826303,0.5518207282913166,0.6640211640211641,0.5121638924455827,0.4830917874396135,0.5449591280653951
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,2e-05,10,16,4901841,0.600177304964539,0.47861271676300576,0.4074803149606299,0.5798319327731093,0.609347442680776,0.48428405122235163,0.42276422764227645,0.5667574931880109
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,0.0002,5,8,4901841,0.7712765957446809,0.6172106824925817,0.6561514195583596,0.5826330532212886,0.7627865961199295,0.5979073243647235,0.6622516556291391,0.5449591280653951
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,0.0002,5,16,4901841,0.7296099290780141,0.5804676753782668,0.5702702702702702,0.5910364145658263,0.7477954144620811,0.606060606060606,0.6128133704735376,0.5994550408719346
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,0.0002,10,8,4901841,0.7553191489361702,0.5779816513761468,0.6363636363636364,0.5294117647058824,0.7574955908289241,0.5814307458143074,0.6586206896551724,0.5204359673024523
apple/mobilevitv2-1.0-imagenet1k-256,mobilevit,0.0002,10,16,4901841,0.7712765957446809,0.6366197183098591,0.6402266288951841,0.6330532212885154,0.7742504409171076,0.6311239193083573,0.6697247706422018,0.5967302452316077
google/mobilenet_v1_1.0_224,mobilenet,2e-05,5,8,4233001,0.7269503546099291,0.4866666666666667,0.6008230452674898,0.40896358543417366,0.7283950617283951,0.48148148148148145,0.6299559471365639,0.3896457765667575
google/mobilenet_v1_1.0_224,mobilenet,2e-05,5,16,4233001,0.726063829787234,0.4892561983471075,0.5967741935483871,0.41456582633053224,0.736331569664903,0.49578414839797635,0.6504424778761062,0.40054495912806537
google/mobilenet_v1_1.0_224,mobilenet,2e-05,10,8,4233001,0.7473404255319149,0.5581395348837209,0.625,0.5042016806722689,0.7654320987654321,0.5843749999999999,0.684981684981685,0.5095367847411444
google/mobilenet_v1_1.0_224,mobilenet,2e-05,10,16,4233001,0.7367021276595744,0.5352112676056338,0.6063829787234043,0.4789915966386555,0.7469135802469136,0.5522620904836194,0.6459854014598541,0.4822888283378747
google/mobilenet_v1_1.0_224,mobilenet,0.0002,5,8,4233001,0.7464539007092199,0.5342019543973942,0.6381322957198443,0.45938375350140054,0.7557319223985891,0.5481239804241436,0.6829268292682927,0.45776566757493187
google/mobilenet_v1_1.0_224,mobilenet,0.0002,5,16,4233001,0.7606382978723404,0.5794392523364486,0.6526315789473685,0.5210084033613446,0.7698412698412699,0.5965996908809891,0.6892857142857143,0.5258855585831063
google/mobilenet_v1_1.0_224,mobilenet,0.0002,10,8,4233001,0.7455673758865248,0.5094017094017095,0.6535087719298246,0.4173669467787115,0.7522045855379189,0.5293132328308208,0.6869565217391305,0.4305177111716621
google/mobilenet_v1_1.0_224,mobilenet,0.0002,10,16,4233001,0.7313829787234043,0.5089141004862238,0.6038461538461538,0.43977591036414565,0.7451499118165785,0.5238879736408567,0.6625,0.4332425068119891
